order,id,state,latitude,longitude,PD.year,p.date
2673,ND-8166-B-2015,ND,46.8142637,-100.8699172,2015,5/2/2015
2674,ND-8167-A-2015,ND,46.3044567,-99.655039,2015,5/20/2015
2675,ND-8167-B-2015,ND,46.3477893,-99.7593156,2015,5/12/2015
2676,ND-8167-C-2015,ND,46.3478125,-99.7802802,2015,5/13/2015
2677,ND-8167-D-2015,ND,46.36286,-99.7591492,2015,5/15/2015
2678,ND-8168-A-2015,ND,48.1730897,-98.4328617,2015,5/22/2015
2679,ND-8168-B-2015,ND,48.1298034,-98.3033455,2015,6/1/2015
2680,ND-8168-C-2015,ND,48.1298498,-98.3249559,2015,5/28/2015
2681,ND-8168-D-2015,ND,48.1587767,-98.3681736,2015,5/28/2015
2682,ND-8169-A-2015,ND,47.758144,-98.257862,2015,5/4/2015
2683,ND-8169-B-2015,ND,47.726408,-98.250683,2015,5/5/2015
2684,ND-8169-C-2015,ND,47.763245,-98.263418,2015,5/3/2015
2685,ND-8169-D-2015,ND,47.718966,-98.220659,2015,5/22/2015
2686,ND-8170-A-2015,ND,46.9559452,-101.4400547,2015,5/29/2015
2687,ND-8172-A-2015,ND,46.4207531,-99.110414,2015,5/30/2015
2688,ND-8172-B-2015,ND,46.4497697,-99.0895321,2015,5/31/2015
2689,ND-8172-C-2015,ND,46.4643379,-99.0685679,2015,6/1/2015
2690,ND-8173-A-2015,ND,47.7496,-99.9572,2015,5/27/2015
2691,ND-8173-B-2015,ND,47.7424,-99.9356,2015,5/29/2015
2692,ND-8173-C-2015,ND,47.6698,-99.9661,2015,6/4/2015
2693,ND-8173-D-2015,ND,47.7353,-99.9144,2015,5/30/2015
2694,ND-8174-A-2015,ND,46.4419697,-100.271001,2015,5/23/2015
2695,ND-8174-B-2015,ND,46.4567405,-100.333764,2015,5/23/2015
2696,ND-8174-C-2015,ND,46.456756,-100.3442437,2015,5/22/2015
2697,ND-8174-D-2015,ND,46.4311844,-100.3600671,2015,5/21/2015
2698,ND-8175-A-2015,ND,48.9132108,-98.529706,2015,6/4/2015
2699,ND-8175-B-2015,ND,48.9132256,-98.5516358,2015,5/31/2015
2700,ND-8175-C-2015,ND,48.8987972,-98.5736016,2015,5/29/2015
2701,ND-8176-A-2015,ND,47.8990021,-103.7226973,2015,5/17/2015
2702,ND-8176-B-2015,ND,47.9134833,-103.7227091,2015,5/17/2015
2703,ND-8177-A-2015,ND,47.791228,-97.500461,2015,5/24/2015
2704,ND-8177-B-2015,ND,47.8059,-97.532622,2015,5/31/2015
2705,ND-8177-C-2015,ND,47.791694,-97.414676,2015,5/24/2015
2706,ND-8177-D-2015,ND,47.857092,-97.371209,2015,5/27/2015
2707,ND-8178-A-2015,ND,46.5370732,-99.0272932,2015,5/2/2015
2708,ND-8178-B-2015,ND,46.5075914,-98.8608702,2015,6/5/2015
2709,ND-8178-C-2015,ND,46.507617,-98.8818135,2015,6/5/2015
2710,ND-8178-D-2015,ND,46.5221181,-98.881843,2015,6/8/2015
2711,ND-8179-A-2015,ND,46.290061,-98.985334,2015,5/27/2015
2712,ND-8179-B-2015,ND,46.3190945,-99.0271282,2015,5/4/2015
2713,ND-8179-C-2015,ND,46.3045542,-98.8809737,2015,5/5/2015
2714,ND-8179-D-2015,ND,46.290052,-98.9643301,2015,5/26/2015
2715,ND-8180-A-2015,ND,46.1591377,-97.311519,2015,4/30/2015
2716,ND-8180-B-2015,ND,46.260533,-97.3322947,2015,4/25/2015
2717,ND-8180-C-2015,ND,46.1738812,-97.4155791,2015,4/24/2015
2718,ND-8180-D-2015,ND,46.260533,-97.3322947,2015,4/25/2015
2719,ND-8181-A-2015,ND,47.8547015,-100.4028181,2015,5/5/2015
2720,ND-8181-B-2015,ND,47.8691845,-100.4028398,2015,5/5/2015
2721,ND-8181-C-2015,ND,47.7823822,-100.381235,2015,5/4/2015
2722,ND-8183-A-2015,ND,46.3492814,-100.4523277,2015,5/25/2015
2723,ND-8183-B-2015,ND,46.2800067,-100.471073,2015,5/28/2015
2724,ND-8184-A-2015,ND,46.509225,-100.2209367,2015,5/1/2015
2725,ND-8184-B-2015,ND,46.4655314,-100.1792297,2015,5/1/2015
2726,ND-8184-C-2015,ND,46.4805037,-100.3466578,2015,5/2/2015
2727,ND-8184-D-2015,ND,46.4948889,-100.2838172,2015,5/1/2015
2728,ND-8185-A-2015,ND,48.0144364,-100.3813689,2015,5/22/2015
2729,ND-8185-B-2015,ND,47.9414991,-100.2949418,2015,5/23/2015
2730,ND-8186-A-2015,ND,48.8718959,-101.6170623,2015,5/20/2015
2731,ND-8186-B-2015,ND,48.8718789,-101.5952268,2015,5/21/2015
2732,ND-8187-A-2015,ND,48.944334,-101.7046798,2015,5/22/2015
2733,ND-8187-B-2015,ND,48.944323,-101.8357757,2015,5/20/2015
2734,ND-8187-C-2015,ND,48.9443423,-101.7265953,2015,5/21/2015
2735,ND-8187-D-2015,ND,48.9153628,-101.8137938,2015,5/20/2015
2736,ND-8188-A-2015,ND,46.41233,-98.13492,2015,5/4/2015
2737,ND-8188-B-2015,ND,46.392579,-98.134398,2015,5/16/2015
2738,ND-8188-C-2015,ND,46.394994,-98.15596,2015,5/6/2015
2739,ND-8188-D-2015,ND,46.397374,-98.143349,2015,5/25/2015
2740,ND-8189-A-2015,ND,48.1011755,-99.8588068,2015,5/4/2015
2741,ND-8189-B-2015,ND,48.205018,-99.642218,2015,5/2/2015
2742,ND-8189-C-2015,ND,48.0722821,-99.8372563,2015,5/20/2015
2743,ND-8189-D-2015,ND,47.9996406,-99.951336,2015,4/28/2015
2744,ND-8190-A-2015,ND,48.4217499,-99.6564588,2015,5/26/2015
2745,ND-8190-B-2015,ND,48.4652148,-99.5695287,2015,5/26/2015
2746,ND-8191-A-2015,ND,46.2918779,-101.3932831,2015,6/2/2015
2747,ND-8191-B-2015,ND,46.292855,-101.383708,2015,6/2/2015
2748,ND-8191-C-2015,ND,46.282555,-101.401664,2015,6/3/2015
2749,ND-8192-A-2015,ND,48.3617782,-97.9792015,2015,5/23/2015
2750,ND-8192-B-2015,ND,48.343645,-97.970835,2015,5/22/2015
2751,ND-8192-C-2015,ND,48.3618093,-98.1306339,2015,5/26/2015
2752,ND-8192-D-2015,ND,48.416792,-98.053078,2015,5/25/2015
2753,ND-8194-A-2014,ND,46.2807971,-101.3859459,2014,6/5/2014
2754,ND-8194-B-2014,ND,46.289482,-101.398804,2014,6/7/2014
2755,ND-8195-B-2014,ND,48.42572,-99.67243,2014,5/20/2014
2756,ND-8195-C-2014,ND,48.417459,-99.640215,2014,5/22/2014
2757,ND-8196-A-2014,ND,48.2462132,-100.0314605,2014,5/20/2014
2758,ND-8196-B-2014,ND,48.1591163,-99.9667486,2014,5/25/2014
2759,ND-8196-C-2014,ND,48.205018,-99.642218,2014,6/3/2014
2760,ND-8197-A-2014,ND,48.898071,-101.775094,2014,5/25/2014
2761,ND-8197-B-2014,ND,48.955768,-101.82984,2014,5/25/2014
2762,ND-8198-A-2014,ND,47.921326,-100.279782,2014,6/3/2014
2763,ND-8198-B-2014,ND,47.891729,-100.244316,2014,6/4/2014
2764,ND-8198-C-2014,ND,47.932726,-100.28091,2014,6/1/2014
2765,ND-8198-D-2014,ND,47.940715,-100.288888,2014,6/1/2014
2766,ND-8199-A-2014,ND,46.44753,-100.213897,2014,5/3/2014
2767,ND-8199-B-2014,ND,46.520487,-100.19426,2014,5/5/2014
2768,ND-8199-C-2014,ND,46.477525,-100.258493,2014,5/3/2014
2769,ND-8199-D-2014,ND,46.461465,-100.193817,2014,5/7/2014
2770,ND-8200-A-2014,ND,46.34599,-100.457476,2014,5/20/2014
2771,ND-8200-B-2014,ND,46.331104,-100.415508,2014,5/27/2014
2772,ND-8201-A-2014,ND,48.156147,-100.804238,2014,5/10/2014
2773,ND-8201-B-2014,ND,48.15775,-100.788293,2014,5/10/2014
2774,ND-8201-D-2014,ND,48.039512,-100.839654,2014,5/12/2014
2775,ND-8202-A-2014,ND,48.3784103,-100.4832197,2014,5/22/2014
2776,ND-8202-B-2014,ND,47.8691845,-100.4028398,2014,5/21/2014
2777,ND-8202-C-2014,ND,47.7968483,-100.359691,2014,5/20/2014
2778,ND-8203-B-2014,ND,46.162803,-97.295888,2014,5/14/2014
2779,ND-8203-C-2014,ND,46.255572,-97.349297,2014,5/13/2014
2780,ND-8203-D-2014,ND,46.248187,-97.347146,2014,5/14/2014
2781,ND-8204-A-2014,ND,46.3045542,-98.8809737,2014,5/29/2014
2782,ND-8204-B-2014,ND,46.3335722,-98.9226348,2014,5/27/2014
2783,ND-8204-C-2014,ND,46.319106,-98.9853592,2014,6/3/2014
2784,ND-8204-D-2014,ND,46.4497172,-99.0273496,2014,5/24/2014
2785,ND-8205-A-2014,ND,46.507617,-98.8818135,2014,6/8/2014
2786,ND-8205-B-2014,ND,46.493111,-98.8818019,2014,6/8/2014
2787,ND-8205-C-2014,ND,46.5366127,-98.8399055,2014,6/5/2014
2788,ND-8206-A-2014,ND,47.9134833,-103.7227091,2014,5/15/2014
2789,ND-8208-A-2014,ND,46.4145338,-100.1058991,2014,5/22/2014
2790,ND-8208-B-2014,ND,46.4456391,-100.3181086,2014,5/23/2014
2791,ND-8208-C-2014,ND,46.4605797,-100.3337269,2014,5/24/2014
2792,ND-8208-D-2014,ND,46.4605618,-100.3232516,2014,5/23/2014
2793,ND-8209-A-2014,ND,47.7428,-99.9591,2014,6/4/2014
2794,ND-8209-B-2014,ND,47.7424,-99.9434,2014,6/5/2014
2795,ND-8209-C-2014,ND,47.67,-99.9659,2014,6/6/2014
2796,ND-8209-D-2014,ND,47.706,-99.9897,2014,6/5/2014
2797,ND-8210-A-2014,ND,46.4207531,-99.110414,2014,5/16/2014
2798,ND-8210-B-2014,ND,46.4497697,-99.0895321,2014,5/16/2014
2799,ND-8212-A-2014,ND,48.3617782,-97.9792015,2014,5/15/2014
2800,ND-8212-B-2014,ND,48.3910892,-98.0031566,2014,5/29/2014
2801,ND-8212-C-2014,ND,48.3615956,-98.0437707,2014,5/16/2014
2802,ND-8212-D-2014,ND,48.3470449,-98.1733701,2014,6/10/2014
2803,ND-8213-A-2014,ND,47.711911,-98.209595,2014,5/24/2014
2804,ND-8213-B-2014,ND,47.741396,-98.185276,2014,5/23/2014
2805,ND-8213-C-2014,ND,47.76275,-98.272667,2014,5/21/2014
2806,ND-8213-D-2014,ND,47.742463,-98.27377,2014,5/21/2014
2807,ND-8214-A-2014,ND,46.2899073,-99.7179448,2014,5/15/2014
2808,ND-8214-B-2014,ND,46.0350842,-99.764026,2014,5/25/2014
2809,ND-8214-C-2014,ND,45.9914631,-99.7438603,2014,5/23/2014
2810,ND-8214-D-2014,ND,46.3478736,-99.6965627,2014,5/20/2014
2811,ND-8215-A-2014,ND,47.3055343,-98.8796831,2014,6/10/2014
2812,ND-8215-B-2014,ND,47.3197438,-98.8584388,2014,6/14/2014
2813,ND-8216-A-2014,ND,46.664949,-99.375453,2014,5/22/2014
2814,ND-8216-B-2014,ND,46.670445,-99.369577,2014,5/22/2014
2815,ND-8217-A-2014,ND,48.91471,-99.630195,2014,5/22/2014
2816,ND-8217-B-2014,ND,48.896322,-99.564247,2014,5/22/2014
2817,ND-8217-C-2014,ND,48.826146,-99.653089,2014,6/1/2014
2818,ND-8217-D-2014,ND,48.965618,-99.493447,2014,5/22/2014
2819,ND-8218-A-2014,MN,46.4528228,-94.96203183,2014,6/9/2014
2820,ND-8218-B-2014,ND,46.44722824,-97.08752973,2014,6/4/2014
2821,ND-8218-C-2014,ND,46.43539886,-97.01874204,2014,5/28/2014
2822,ND-8218-D-2014,ND,46.496831,-96.965888,2014,6/5/2014
2823,ND-8219-A-2014,ND,48.3081,-98.6896,2014,5/26/2014
2824,ND-8219-C-2014,ND,48.2062,-98.7398,2014,5/20/2014
2825,ND-8219-D-2014,ND,48.228761,-98.749986,2014,5/29/2014
2826,ND-8220-A-2014,ND,48.381968,-98.566925,2014,5/27/2014
2827,ND-8220-B-2014,ND,48.357425,-98.427232,2014,5/29/2014
2828,ND-8220-C-2014,ND,48.335576,-98.435743,2014,5/24/2014
2829,ND-8220-D-2014,ND,48.342642,-98.503033,2014,5/31/2014
2830,ND-8221-A-2014,ND,46.7655,-98.0419,2014,5/24/2014
2831,ND-8221-B-2014,ND,46.7866,-98.0236,2014,5/22/2014
2832,ND-8221-C-2014,ND,46.816,-98.0446,2014,5/25/2014
2833,ND-8221-D-2014,ND,46.7958,-98.0321,2014,5/23/2014
2834,ND-8222-A-2014,ND,47.492823,-98.611995,2014,5/18/2014
2835,ND-8222-B-2014,ND,47.496675,-98.739851,2014,5/23/2014
2836,ND-8222-C-2014,ND,47.4208104,-98.7447832,2014,5/23/2014
2837,ND-8222-D-2014,ND,47.4207442,-98.6594089,2014,5/18/2014
2838,ND-8223-A-2014,ND,47.531173,-99.084423,2014,5/28/2014
2839,ND-8223-B-2014,ND,47.5369785,-99.0638294,2014,5/30/2014
2840,ND-8224-A-2014,MN,48.30757,-96.734673,2014,5/27/2014
2841,ND-8224-B-2014,MN,48.319544,-96.513633,2014,5/30/2014
2842,ND-8224-C-2014,MN,48.256807,-96.73562,2014,5/29/2014
2843,ND-8224-D-2014,MN,48.2898321,-96.5766529,2014,6/1/2014
2844,ND-8225-A-2014,ND,48.522668,-99.038043,2014,5/28/2014
2845,ND-8225-B-2014,ND,48.481492,-99.107128,2014,5/24/2014
2846,ND-8225-C-2014,ND,48.488384,-99.09581,2014,5/24/2014
2847,ND-8225-D-2014,ND,48.495857,-99.038216,2014,5/28/2014
2848,ND-8226-A-2014,ND,48.765581,-99.497668,2014,5/27/2014
2849,ND-8226-B-2014,ND,48.765436,-99.520256,2014,5/28/2014
2850,ND-8226-C-2014,ND,48.765349,-99.488625,2014,5/27/2014
2851,ND-8227-A-2014,ND,47.0634,-98.14,2014,5/30/2014
2852,ND-8227-B-2014,ND,47.0053,-98.1606,2014,6/10/2014
2853,ND-8227-C-2014,ND,47.0129,-98.1459,2014,6/4/2014
2854,ND-8227-D-2014,ND,47.1358,-98.2619,2014,6/9/2014
2855,ND-8228-A-2014,ND,47.864321,-97.14204,2014,5/20/2014
2856,ND-8228-B-2014,ND,47.878543,-97.159887,2014,5/28/2014
2857,ND-8228-C-2014,ND,47.850084,-97.190109,2014,5/27/2014
2858,ND-8228-D-2014,ND,47.839912,-97.190561,2014,5/30/2014
2859,ND-8229-A-2014,ND,47.525205,-100.496298,2014,5/21/2014
2860,ND-8229-B-2014,ND,47.499412,-100.53811,2014,5/24/2014
2861,ND-8229-C-2014,ND,47.525876,-100.529898,2014,5/19/2014
2862,ND-8229-D-2014,ND,47.519114,-100.547423,2014,6/1/2014
2863,ND-8230-A-2014,ND,46.163383,-97.54575,2014,5/28/2014
2864,ND-8230-B-2014,ND,46.169362,-97.533576,2014,5/27/2014
2865,ND-8230-C-2014,ND,46.159582,-97.524857,2014,6/1/2014
2866,ND-8230-D-2014,ND,46.148914,-97.523399,2014,6/7/2014
2867,ND-8231-A-2014,ND,46.955336,-98.834206,2014,NA
2868,ND-8231-B-2014,ND,46.959168,-98.82462,2014,NA
2869,ND-8231-C-2014,ND,46.939549,-98.941341,2014,NA
2870,ND-8231-D-2014,ND,46.946486,-98.835118,2014,NA
2871,ND-8232-A-2014,ND,46.147045,-97.752064,2014,5/25/2014
2872,ND-8232-B-2014,ND,46.127821,-97.617989,2014,5/28/2014
2873,ND-8232-C-2014,ND,46.149615,-97.742756,2014,5/27/2014
2874,ND-8232-D-2014,ND,46.206288,-97.751306,2014,5/26/2014
2875,ND-8233-A-2014,ND,48.839376,-102.278304,2014,5/10/2014
2876,ND-8233-B-2014,ND,48.839343,-102.157122,2014,5/12/2014
2877,ND-8233-C-2014,ND,48.854573,-102.271963,2014,5/16/2014
2878,ND-8233-D-2014,ND,48.861118,-102.156483,2014,5/18/2014
2879,ND-8234-A-2014,ND,45.960886,-98.272446,2014,5/24/2014
2880,ND-8234-B-2014,ND,45.968142,-98.271397,2014,5/24/2014
2881,ND-8234-C-2014,ND,45.939476,-98.274469,2014,5/21/2014
2882,ND-8234-D-2014,ND,46.026892,-98.230158,2014,5/28/2014
2883,ND-8235-A-2014,ND,48.656865,-99.661671,2014,5/20/2014
2884,ND-8236-A-2014,ND,47.175188,-100.586795,2014,5/25/2014
2885,ND-8236-B-2014,ND,47.221762,-100.42721,2014,5/26/2014
2886,ND-8236-C-2014,ND,47.167815,-100.586895,2014,5/26/2014
2887,ND-8237-A-2014,ND,46.710657,-98.476121,2014,5/12/2014
2888,ND-8237-B-2014,ND,46.642456,-98.538817,2014,5/15/2014
2889,ND-8237-C-2014,ND,46.692737,-98.496781,2014,5/20/2014
2890,ND-8237-D-2014,ND,46.685835,-98.470136,2014,5/12/2014
2891,ND-8238-A-2014,ND,46.474159,-98.477589,2014,5/24/2014
2892,ND-8238-B-2014,ND,46.467208,-98.478904,2014,5/16/2014
2893,ND-8238-C-2014,ND,46.468107,-98.466237,2014,5/20/2014
2894,ND-8239-A-2014,ND,46.453038,-98.436161,2014,5/18/2014
2895,ND-8239-B-2014,ND,46.453079,-98.441294,2014,5/18/2014
2896,ND-8239-C-2014,ND,46.449413,-98.468065,2014,5/20/2014
2897,ND-8239-D-2014,ND,46.477119,-98.467985,2014,5/22/2014
2898,ND-8240-A-2014,ND,48.311688,-97.194759,2014,5/30/2014
2899,ND-8240-B-2014,ND,48.34908,-97.183278,2014,6/4/2014
2900,ND-8240-C-2014,ND,48.285457,-97.183273,2014,6/8/2014
2901,ND-8240-D-2014,ND,48.262665,-97.205353,2014,6/9/2014
2902,ND-8241-A-2014,ND,47.785627,-99.176213,2014,5/24/2014
2903,ND-8241-B-2014,ND,47.792258,-99.227705,2014,5/23/2014
2904,ND-8241-C-2014,ND,47.843173,-99.281434,2014,5/23/2014
2905,ND-8241-D-2014,ND,47.770825,-99.409617,2014,5/27/2014
2906,ND-8244-A-2014,ND,45.964881,-100.373016,2014,5/16/2014
2907,ND-8244-B-2014,ND,46.019874,-100.219547,2014,5/17/2014
2908,ND-8244-C-2014,ND,45.987083,-100.258993,2014,5/17/2014
2909,ND-8244-D-2014,ND,45.996728,-100.243596,2014,5/18/2014
2910,ND-8245-A-2014,ND,47.0611,-97.499,2014,5/22/2014
2911,ND-8245-B-2014,ND,47.1116,-97.5412,2014,5/29/2014
2912,ND-8245-C-2014,ND,46.9884,-97.4784,2014,5/23/2014
2913,ND-8245-D-2014,ND,47.0838,-97.4987,2014,5/23/2014
2914,ND-8246-A-2014,ND,46.299782,-96.825535,2014,5/28/2014
2915,ND-8246-B-2014,ND,46.329342,-96.8043,2014,5/29/2014
2916,ND-8246-C-2014,ND,46.344324,-96.822803,2014,6/1/2014
2917,ND-8246-D-2014,ND,46.351004,-96.803896,2014,6/3/2014
2918,ND-8247-A-2014,ND,46.9846347,-97.1868897,2014,5/1/2014
2919,ND-8248-A-2014,ND,47.1984,-97.5302,2014,5/22/2014
2920,ND-8248-B-2014,ND,47.2007,-97.5481,2014,5/21/2014
2921,ND-8248-C-2014,ND,47.1918,-97.5734,2014,5/23/2014
2922,ND-8248-D-2014,ND,47.1253,-97.53,2014,5/27/2014
2923,ND-8249-A-2014,ND,46.8543315,-97.1480257,2014,5/20/2014
2924,ND-8249-B-2014,ND,46.9846347,-97.1868897,2014,5/15/2014
2925,ND-8249-C-2014,ND,46.965638,-97.497794,2014,5/12/2014
2926,ND-8249-D-2014,ND,46.770876,-97.592895,2014,5/24/2014
2927,ND-8250-A-2014,ND,47.083087,-97.208581,2014,5/27/2014
2928,ND-8250-B-2014,ND,47.111888,-97.299663,2014,5/24/2014
2929,ND-8250-C-2014,ND,47.111815,-97.330204,2014,5/25/2014
2930,ND-8250-D-2014,ND,47.133874,-97.326572,2014,5/24/2014
2931,ND-8251-A-2014,ND,46.344306,-97.758251,2014,5/24/2014
2932,ND-8251-B-2014,ND,46.346588,-97.626183,2014,5/5/2014
2933,ND-8251-C-2014,ND,46.4098,-97.726235,2014,5/17/2014
2934,ND-8251-D-2014,ND,46.322038,-97.653163,2014,6/4/2014
2935,ND-8252-A-2014,ND,47.476883,-99.090501,2014,6/3/2014
2936,ND-8253-A-2014,ND,48.075125,-98.395912,2014,6/4/2014
2937,ND-8253-B-2014,ND,48.153627,-98.372949,2014,5/28/2014
2938,ND-8253-C-2014,ND,48.156355,-98.433304,2014,5/28/2014
2939,ND-8253-D-2014,ND,48.184632,-98.425641,2014,5/28/2014
2940,ND-8254-A-2014,ND,47.798516,-97.521975,2014,6/7/2014
2941,ND-8254-B-2014,ND,47.792443,-97.489587,2014,6/4/2014
2942,ND-8254-C-2014,ND,47.784384,-97.425203,2014,6/6/2014
2943,ND-8254-D-2014,ND,47.806448,-97.393143,2014,6/3/2014
2944,NE-5001-A-2015,NE,40.853172,-98.631069,2015,5/3/2015
2945,NE-5001-B-2015,NE,40.847833,-98.638619,2015,5/4/2015
2946,NE-5001-C-2015,NE,40.839975,-98.679344,2015,5/6/2015
2947,NE-5002-A-2014,NE,40.211169,-99.342569,2014,5/4/2014
2948,NE-5002-B-2014,NE,40.201158,-99.318661,2014,5/2/2014
2949,NE-5002-C-2014,NE,40.201608,-99.356394,2014,5/3/2014
2950,NE-5002-D-2014,NE,40.201481,-99.342119,2014,5/4/2014
2951,NE-5003-A-2015,NE,40.209681,-99.346661,2015,5/3/2015
2952,NE-5003-B-2015,NE,40.201453,-99.323042,2015,5/9/2015
2953,NE-5003-C-2015,NE,40.201486,-99.346764,2015,5/12/2015
2954,NE-5003-D-2015,NE,40.201656,-99.35185,2015,5/11/2015
2955,NE-5004-A-2015,NE,40.975944,-98.204294,2015,5/16/2015
2956,NE-5004-B-2015,NE,40.969061,-98.217937,2015,NA
2957,NE-5004-C-2014,NE,40.975944,-98.204294,2014,5/6/2014
2958,NE-5004-D-2014,NE,40.969061,-98.217937,2014,NA
2959,NE-5005-A-2015,NE,40.209984,-99.34693,2015,5/3/2015
2960,NE-5005-B-2015,NE,40.201993,-99.35152,2015,5/12/2015
2961,NE-5005-C-2014,NE,40.211197,-99.342106,2014,5/4/2014
2962,NE-5005-D-2014,NE,40.20165,-99.356532,2014,5/3/2014
2963,NE-5006-A-2015,NE,40.154327,-98.429737,2015,5/30/2015
2964,NE-5007-A-2015,NE,40.157618,-99.146481,2015,5/28/2015
2965,NE-5007-B-2015,NE,40.143176,-99.146514,2015,5/21/2015
2966,NE-5007-C-2014,NE,40.128847,-99.188595,2014,5/23/2014
2967,NE-5007-D-2014,NE,40.113883,-98.983699,2014,5/17/2014
2968,NE-5008-A-2015,NE,41.157811,-97.977774,2015,4/30/2015
2969,NE-5008-B-2015,NE,41.152331,-97.977926,2015,4/29/2015
2970,NE-5008-C-2014,NE,41.163538,-97.968308,2014,4/22/2014
2971,NE-5008-D-2014,NE,41.137787,-97.989463,2014,4/21/2014
2972,NE-5009-A-2015,NE,41.448472,-99.794386,2015,5/1/2015
2973,NE-5010-A-2014,NE,41.441307,-99.794515,2014,5/1/2014
2974,NE-5011-A-2015,NE,40.24488,-97.822606,2015,5/16/2015
2975,NE-5011-B-2015,NE,40.244951,-97.819069,2015,5/1/2015
2976,NE-5012-A-2015,NE,41.348212,-97.193349,2015,5/10/2015
2977,NE-5013-A-2015,NE,40.216547,-99.410183,2015,5/18/2015
2978,NE-5013-B-2015,NE,40.220772,-99.40581,2015,5/20/2015
2979,NE-5013-C-2014,NE,40.216547,-99.410183,2014,5/1/2014
2980,NE-5013-D-2014,NE,40.245448,-99.401693,2014,5/14/2014
2981,NE-5014-A-2015,NE,40.280239,-99.210716,2015,5/2/2015
2982,NE-5014-B-2014,NE,40.283653,-99.200933,2014,5/6/2014
2983,NE-5015-A-2015,NE,40.272991,-98.793228,2015,5/18/2015
2984,NE-5016-A-2015,NE,41.150865,-97.996875,2015,5/10/2015
2985,NE-5016-B-2015,NE,41.085866,-98.016849,2015,5/20/2015
2986,NE-5017-A-2014,NE,41.020626,-97.06828,2014,5/20/2014
2987,NE-5017-B-2014,NE,40.736643,-96.515531,2014,5/5/2014
2988,NE-5017-C-2014,NE,40.816514,-96.802867,2014,5/18/2014
2989,NE-5017-D-2014,NE,40.940194,-96.793475,2014,5/17/2014
2990,NE-5018-A-2015,NE,41.009503,-96.845851,2015,5/29/2015
2991,NE-5018-B-2015,NE,41.014735,-96.886946,2015,5/31/2015
2992,NE-5018-C-2015,NE,40.938537,-96.80056,2015,5/30/2015
2993,NE-5018-D-2015,NE,41.087365,-97.028532,2015,5/19/2015
2994,NE-5019-A-2015,NE,40.136397,-99.243909,2015,4/30/2015
2995,NE-5020-A-2015,NE,40.4121,-99.3299,2015,4/29/2015
2996,NE-5020-B-2015,NE,40.3599,-99.2692,2015,4/27/2015
2997,NE-5021-A-2014,NE,40.157915,-99.700928,2014,NA
2998,NE-5021-B-2014,NE,40.061897,-99.69654,2014,NA
2999,NE-5022-A-2015,NE,40.119755,-98.278495,2015,5/4/2015
3000,NE-5022-B-2015,NE,40.119808,-98.275247,2015,5/4/2015
3001,NE-5023-A-2014,NE,40.579902,-99.308319,2014,5/20/2014
3002,NE-5024-A-2015,NE,40.374571,-99.458421,2015,5/4/2015
3003,NE-5025-A-2015,NE,40.332166,-98.95803,2015,5/12/2015
3004,NE-5027-A-2015,NE,41.214469,-96.479595,2015,5/28/2015
3005,NE-5027-B-2015,NE,41.218001,-96.517023,2015,6/2/2015
3006,NE-5027-C-2015,NE,41.267197,-96.50492,2015,5/30/2015
3007,NE-5027-D-2015,NE,41.304042,-96.546203,2015,6/2/2015
3008,NE-5028-C-2014,NE,40.749149,-99.678202,2014,5/14/2014
3009,NE-5028-D-2014,NE,40.747012,-99.677937,2014,5/7/2014
3010,NE-5029-A-2014,NE,41.236687,-96.795466,2014,6/2/2014
3011,NE-5029-B-2014,NE,41.229651,-96.675854,2014,5/30/2014
3012,NE-5029-C-2014,NE,41.250555,-96.94885,2014,6/1/2014
3013,NE-5029-D-2014,NE,41.134815,-96.735157,2014,6/9/2014
3014,NE-5030-A-2015,NE,40.681946,-97.004092,2015,5/27/2015
3015,NE-5030-B-2015,NE,40.685415,-97.029493,2015,5/31/2015
3016,NE-5030-C-2015,NE,40.664625,-96.982424,2015,5/31/2015
3017,NE-5030-D-2015,NE,40.655624,-96.997284,2015,5/3/2015
3018,NE-5031-A-2015,NE,42.455158,-97.842617,2015,5/19/2015
3019,NE-5031-B-2014,NE,42.444491,-97.901397,2014,5/23/2014
3020,NE-5032-A-2015,NE,42.442824,-97.902143,2015,5/18/2015
3021,NE-5033-A-2014,NE,40.65203,-96.995336,2014,5/6/2014
3022,NE-5033-B-2014,NE,40.664556,-96.982423,2014,5/9/2014
3023,NE-5033-C-2014,NE,40.687588,-97.005664,2014,5/7/2014
3024,NE-5033-D-2014,NE,40.687381,-97.011751,2014,5/16/2014
3025,NE-5034-A-2015,NE,40.543669,-97.070295,2015,5/27/2015
3026,NE-5034-B-2015,NE,40.547013,-97.070344,2015,5/27/2015
3027,NE-5034-C-2015,NE,40.548828,-97.106394,2015,5/22/2015
3028,NE-5034-D-2015,NE,40.550736,-97.051371,2015,5/13/2015
3029,NE-5036-A-2015,NE,40.283202,-99.174878,2015,5/3/2015
3030,NE-5036-B-2015,NE,40.329917,-99.325703,2015,4/29/2015
3031,NE-5036-C-2014,NE,40.318117,-99.196769,2014,5/5/2014
3032,NE-5036-D-2014,NE,40.257961,-99.174801,2014,5/2/2014
3033,NE-5037-B-2015,NE,40.215654,-98.653628,2015,5/18/2015
3034,NE-5038-A-2015,NE,41.264956,-96.681453,2015,5/6/2015
3035,NE-5038-B-2015,NE,41.150937,-96.754176,2015,5/21/2015
3036,NE-5038-C-2015,NE,41.128918,-96.704706,2015,5/20/2015
